codigo,classificacao,natureza,centro_de_custo,historico,valor,data_competencia,data_baixa,situacao,tipo,unidade,codigo_classificacao,codigo_natureza
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 541,8874.26,2022-01-01,2022-02-03,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 542,7273.69,2022-02-01,2022-03-02,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 543,8660.85,2022-03-01,2022-04-04,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 544,7030.16,2022-04-01,2022-05-02,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 545,7351.28,2022-05-01,2022-06-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 546,7235.97,2022-06-01,2022-07-01,Baixado,Pagar,SUDESTE,06,6.2
2.03.04.004, DEDUÇÕES DA RECEITA, CANCELAMENTOS E DEVOLUÇÕES,COMPRA CANCELADA / DEVOLUÇÃO VENDA,HISTÓRICO 547,28684.0,2022-01-01,2022-01-13,Baixado,Pagar,SUDESTE,04,4.4
1.02.04.005, RECEITAS NÃO OPERACIONAIS, OUTRAS RECEITAS NÃO OPERACIONAIS,DEVOLUÇÃO DE COMPRA,HISTÓRICO 548,25815.6,2022-01-01,2022-01-18,Baixado,Receber,SUDESTE,03,3.5
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 549,223423.98,2022-01-01,2022-02-01,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 550,249394.33,2022-02-01,2022-03-02,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 551,318461.39,2022-03-01,2022-03-31,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 552,232659.65,2022-04-01,2022-05-04,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 553,258856.75,2022-05-01,2022-05-20,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 554,309643.21,2022-06-01,2022-06-23,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 555,212698.03,2022-01-01,2022-02-15,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 556,269924.9,2022-02-01,2022-03-17,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 557,342455.41,2022-03-01,2022-04-22,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 558,296294.1,2022-04-01,2022-05-11,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 559,335309.65,2022-05-01,2022-06-13,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.005, DESPESAS FIXAS, PESSOAL,VALE ALIMENTAÇÃO,HISTÓRICO 560,292533.77,2022-06-01,2022-07-11,Baixado,Pagar,SUDESTE,06,6.1
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 561,56062.02,2022-01-01,2022-02-01,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 562,83088.94,2022-02-01,2022-03-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 563,83088.94,2022-03-01,2022-04-04,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 564,83088.94,2022-04-01,2022-05-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 565,83088.94,2022-05-01,2022-06-03,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 566,83088.94,2022-06-01,2022-07-01,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 567,7171.0,2022-02-01,2022-03-07,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 568,7171.0,2022-03-01,2022-04-04,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 569,7171.0,2022-04-01,2022-05-04,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 570,7171.0,2022-05-01,2022-06-03,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 571,7171.0,2022-06-01,2022-07-05,Baixado,Pagar,SUDESTE,06,6.2
2.01.02.004, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,PEDÁGIOS,HISTÓRICO 572,780.2,2022-01-01,2022-01-24,Baixado,Pagar,ADM. CENTRAL,05,5.5
2.01.02.001, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,COMBUSTÍVEL,HISTÓRICO 573,42361.1,2022-01-01,2022-01-24,Baixado,Pagar,ADM. CENTRAL,05,5.5
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 574,6884.16,2022-01-01,2022-01-24,Baixado,Pagar,NORDESTE,05,5.4
2.01.06.002, DESPESAS FIXAS, PESSOAL,EPI - EQUIP. DE PROTEÇÃO INDIVIDUAL,HISTÓRICO 575,1632.12,2022-01-01,2022-01-21,Baixado,Pagar,SUDESTE,06,6.1
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 576,13624.9,2022-06-01,2022-07-05,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 577,44398.67,2022-01-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 578,42930.63,2022-02-01,2022-03-08,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 579,62870.16,2022-02-01,2022-04-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 580,57425.65,2022-04-01,2022-05-06,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 581,35096.45,2022-05-01,2022-06-03,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.006, DESPESAS FIXAS, ADMINISTRATIVAS,ENERGIA ELÉTRICA,HISTÓRICO 582,36083.61,2022-06-01,2022-07-05,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.06.001, DESPESAS FIXAS, ADMINISTRATIVAS,TELEFONE FIXO,HISTÓRICO 583,1993.68,2022-01-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.06.001, DESPESAS FIXAS, ADMINISTRATIVAS,TELEFONE FIXO,HISTÓRICO 584,1993.68,2022-02-01,2022-03-09,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.06.001, DESPESAS FIXAS, ADMINISTRATIVAS,TELEFONE FIXO,HISTÓRICO 585,232.63,2022-03-01,2022-04-04,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 586,2176.97,2022-01-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 587,1667.11,2022-02-01,2022-03-09,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 588,1667.11,2022-03-01,2022-04-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 589,1667.11,2022-04-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 590,1667.11,2022-05-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 591,1966.29,2022-06-01,2022-07-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 592,2070.84,2022-01-01,2022-02-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 593,2070.84,2022-02-01,2022-03-08,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 594,1700.1,2022-03-01,2022-04-20,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 595,1700.1,2022-04-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 596,1700.1,2022-05-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 597,1700.1,2022-06-01,2022-07-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 598,1438.93,2022-01-01,2022-02-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 599,1438.93,2022-02-01,2022-03-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 600,1441.8,2022-03-01,2022-04-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 601,1438.07,2022-04-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 602,1577.62,2022-05-01,2022-06-22,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 603,1438.93,2022-06-01,2022-07-18,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 604,1566.15,2022-01-01,2022-02-14,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 605,1566.15,2022-02-01,2022-03-15,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 606,1789.88,2022-04-01,2022-04-18,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 607,1789.88,2022-05-01,2022-05-11,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 608,2237.35,2022-06-01,2022-06-13,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 609,11272.81,2022-02-01,2022-02-11,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 610,11341.65,2022-02-01,2022-03-15,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 611,13339.49,2022-04-01,2022-04-12,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 612,14887.0,2022-05-01,2022-05-16,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 613,13481.48,2022-06-01,2022-06-15,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 614,2237.35,2022-01-01,2022-02-14,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 615,2461.09,2022-02-01,2022-03-15,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 616,2461.09,2022-04-01,2022-04-18,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 617,2461.09,2022-05-01,2022-05-11,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 618,2461.09,2022-06-01,2022-06-13,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 619,2822.51,2022-01-01,2022-02-11,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 620,2753.66,2022-02-01,2022-03-15,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 621,5454.26,2022-04-01,2022-04-12,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 622,5025.44,2022-05-01,2022-05-16,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.007, DESPESAS FIXAS, PESSOAL,PLANO ODONTOLÓGICO,HISTÓRICO 623,1732.51,2022-06-01,2022-06-15,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 624,12580.8,2022-02-01,2022-02-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 625,15255.3,2022-03-01,2022-03-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 626,13728.16,2022-04-01,2022-04-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 627,17882.18,2022-05-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 628,16843.82,2022-06-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 629,9435.6,2022-02-01,2022-02-10,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 630,11387.55,2022-03-01,2022-03-10,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 631,12936.48,2022-04-01,2022-04-08,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 632,115477.34,2022-05-01,2022-05-10,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 633,12780.44,2022-06-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 634,27778.16,2022-02-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 635,27513.12,2022-03-01,2022-03-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 636,25619.69,2022-04-01,2022-04-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 637,18924.41,2022-05-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 638,22325.62,2022-06-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 639,4301.17,2022-01-01,2022-02-07,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 640,4301.17,2022-02-01,2022-03-08,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 641,4301.17,2022-03-01,2022-04-07,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 642,4301.17,2022-04-01,2022-05-10,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 643,4301.17,2022-05-01,2022-06-10,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 644,4301.17,2022-06-01,2022-07-08,Baixado,Pagar,NORDESTE,06,6.2
2.02.05.004, DESPESAS FIXAS, ADMINISTRATIVAS,CONDOMÍNIO,HISTÓRICO 645,47728.89,2022-02-01,2022-03-08,Baixado,Pagar,NORDESTE,06,6.2
2.02.05.004, DESPESAS FIXAS, ADMINISTRATIVAS,CONDOMÍNIO,HISTÓRICO 646,47728.89,2022-03-01,2022-04-11,Baixado,Pagar,NORDESTE,06,6.2
2.02.05.004, DESPESAS FIXAS, ADMINISTRATIVAS,CONDOMÍNIO,HISTÓRICO 647,47728.89,2022-04-01,2022-05-10,Baixado,Pagar,NORDESTE,06,6.2
2.02.05.004, DESPESAS FIXAS, ADMINISTRATIVAS,CONDOMÍNIO,HISTÓRICO 648,47728.89,2022-05-01,2022-06-10,Baixado,Pagar,NORDESTE,06,6.2
2.02.05.004, DESPESAS FIXAS, ADMINISTRATIVAS,CONDOMÍNIO,HISTÓRICO 649,47728.89,2022-06-01,2022-07-11,Baixado,Pagar,NORDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 650,5736.8,2022-02-01,2022-02-10,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 651,5736.8,2022-03-01,2022-03-08,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 652,5736.8,2022-04-01,2022-04-07,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 653,5736.8,2022-05-01,2022-05-10,Baixado,Pagar,SUDESTE,06,6.2
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 654,5736.8,2022-06-01,2022-06-10,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.003, DESPESAS FIXAS, ADMINISTRATIVAS,SEGURO IMÓVEL,HISTÓRICO 655,77462.43,2022-05-01,2022-05-09,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.003, DESPESAS FIXAS, ADMINISTRATIVAS,SEGURO IMÓVEL,HISTÓRICO 656,77462.43,2022-06-01,2022-06-09,Baixado,Pagar,SUDESTE,06,6.2
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 657,2532.22,2022-01-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 658,2532.22,2022-02-01,2022-03-09,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 659,1885.83,2022-03-01,2022-04-18,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 660,1841.66,2022-04-01,2022-05-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 661,1841.66,2022-05-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.017, DESPESAS FIXAS, PESSOAL,SEGURO DE GRUPO,HISTÓRICO 662,4143.55,2022-06-01,2022-07-11,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 663,8691.25,2022-01-01,2022-02-07,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 664,8691.25,2022-02-01,2022-03-09,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 665,8691.25,2022-03-01,2022-04-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 666,8691.25,2022-04-01,2022-05-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 667,8691.25,2022-05-01,2022-06-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 668,8691.25,2022-06-01,2022-07-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 669,5779.83,2022-01-01,2022-02-16,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 670,5779.83,2022-02-01,2022-03-10,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 671,5779.83,2022-03-01,2022-05-24,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 672,5779.83,2022-04-01,2022-05-24,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 673,5779.83,2022-05-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.01.03.001, DESPESAS FIXAS, ADMINISTRATIVAS,HONORÁRIOS CONTÁBEIS,HISTÓRICO 674,5779.83,2022-06-01,2022-07-20,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.12.001, DESPESAS NÃO OPERACIONAIS, DESPESAS JURÍDICAS,HONORÁRIOS ADVOCATÍCIOS,HISTÓRICO 675,17210.4,2022-02-01,2022-02-12,Baixado,Pagar,SUDESTE,09,9.1
2.01.12.001, DESPESAS NÃO OPERACIONAIS, DESPESAS JURÍDICAS,HONORÁRIOS ADVOCATÍCIOS,HISTÓRICO 676,17210.4,2022-03-01,2022-03-11,Baixado,Pagar,SUDESTE,09,9.1
2.01.12.001, DESPESAS NÃO OPERACIONAIS, DESPESAS JURÍDICAS,HONORÁRIOS ADVOCATÍCIOS,HISTÓRICO 677,17210.4,2022-04-01,2022-04-12,Baixado,Pagar,SUDESTE,09,9.1
